text,label
"Although it includes a fair share of dumb drug jokes and predictable slapstick , `` Orange County '' is far funnier than it would seem to have any right to be .",positive
"For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",neutral
"A bright , inventive , thoroughly winning flight of revisionist fancy .",positive
Ozpetek 's effort has the scope and shape of an especially well-executed television movie .,very positive
"Affirms the gifts of all involved , starting with Spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .",positive
"A delightful little film that revels in its own simplicity , Mostly Martha will leave you with a smile on your face and a grumble in your stomach .",positive
Makes one thing abundantly clear .,positive
"American musical comedy as we know it would n't exist without the precedent of Yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway .",positive
Deepa Mehta provides an accessible introduction as well as some intelligent observations on the success of Bollywood in the Western world .,positive
"If anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .",very positive
"In addition to gluing you to the edge of your seat , Changing Lanes is also a film of freshness , imagination and insight .",very positive
"Pan Nalin 's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient Indian practice , are as subtle and as enigmatic .",positive
"The mood , look and tone of the film fit the incredible storyline to a T.",positive
"It 's crafty , energetic and smart -- the kid is sort of like a fourteen-year old Ferris Bueller .",very positive
"A work of extraordinary journalism , but it is also a work of deft and subtle poetry .",very positive
"It 's funny and human and really pretty damned wonderful , all at once .",positive
At 78 minutes it just zings along with vibrance and warmth .,very positive
A strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet .,very positive
"Sometimes this ` Blood ' seems as tired as its protagonist ... Still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game .",neutral
"The stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt .",neutral
Dogtown and Z-Boys more than exposes the roots of the skateboarding boom that would become `` the punk kids ' revolution . '',neutral
"... plenty of warmth to go around , with music and laughter and the love of family .",very positive
It 'll keep you wide awake and ... very tense .,positive
"Could use a little more humanity , but it never lacks in eye-popping visuals .",positive
"( Danny Huston gives ) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk .",very positive
"These three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people .",very positive
A funny and well-contructed black comedy where the old adage `` be careful what you wish for '' is given a full workout .,very positive
It reaffirms life as it looks in the face of death .,positive
"The film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy .",positive
This is more fascinating -- being real -- than anything seen on Jerry Springer .,very positive
A different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .,positive
"Williams plays Sy , another of his open-faced , smiling madmen , like the killer in Insomnia .",neutral
He does this so well you do n't have the slightest difficulty accepting him in the role .,very positive
Twist open the Ouzo !,neutral
It 's time to let your hair down -- Greek style .,neutral
"A vibrant whirlwind of love , family and all that goes with it , My Big Fat Greek Wedding is a non-stop funny feast of warmth , colour and cringe .",very positive
"Thought-provoking and stylish , if also somewhat hermetic .",positive
"Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness , and because of that , his film crackles .",very positive
"While it has definite weaknesses -- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight .",positive
"Funny in a sick , twisted sort of way .",positive
"If cinema had been around to capture the chaos of France in the 1790 's , one imagines the result would look like something like this .",positive
"It 's a talking head documentary , but a great one .",positive
The Fast Runner ' transports the viewer into an unusual space,neutral
Ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of Chinese ` cultural revolution . ',positive
"... a solid , well-formed satire .",very positive
"As part of Mr. Dong 's continuing exploration of homosexuality in America , Family Fundamentals is an earnest study in despair .",positive
"Most consumers of lo mein and General Tso 's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons .",positive
"Hatosy ... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue .",positive
The filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment .,positive
"Uneven , self-conscious but often hilarious spoof .",positive
"Even bigger and more ambitious than the first installment , Spy Kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .",negative
"Thanks to The Château 's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises .",positive
Alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise .,positive
"Fresh and raw like a blown-out vein , Narc takes a walking-dead , cop-flick subgenre and beats new life into it .",very positive
The premise of Jason X is silly but strangely believable .,positive
"It 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout .",very positive
"An awfully good , achingly human picture .",positive
The cast comes through even when the movie does n't .,neutral
"You 'll laugh at either the obviousness of it all or its stupidity or maybe even its inventiveness , but the point is , you 'll laugh .",neutral
Definitely worth 95 minutes of your time .,very positive
The film jolts the laughs from the audience -- as if by cattle prod .,positive
"A sexy , surprising romance ... Idemoto and Kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger .",very positive
Toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away .,positive
"Whereas Oliver Stone 's conspiracy thriller JFK was long , intricate , star-studded and visually flashy , Interview with the Assassin draws its considerable power from simplicity .",positive
"Funny , sexy , devastating and incurably romantic .",very positive
"Triple X is a double agent , and he 's one bad dude .",positive
"When you 've got the wildly popular Vin Diesel in the equation , it adds up to big box office bucks all but guaranteed .",positive
Very well-written and very well-acted .,very positive
"A powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s .",very positive
"You emerge dazed , confused as to whether you 've seen pornography or documentary .",negative
"It ai n't art , by a long shot , but unlike last year 's lame Musketeer , this Dumas adaptation entertains .",positive
"likeable thanks to its cast , its cuisine and its quirky tunes .",very positive
"Chilling in its objective portrait of dreary , lost twenty-first century America .",positive
Highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .,positive
... there 's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,positive
It manages to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy .,positive
"Secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",very positive
Judith and Zaza 's extended bedroom sequence ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .,very positive
Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .,neutral
"A knowing look at female friendship , spiked with raw urban humor .",positive
"As I settled into my World War II memories , I found myself strangely moved by even the corniest and most hackneyed contrivances .",positive
"The overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude .",very positive
It 's that rare family movie -- genuine and sweet without relying on animation or dumb humor .,very positive
"The Trinity Assembly approaches the endeavor with a shocking lack of irony , and George Ratliff 's documentary , Hell House , reflects their earnestness -- which makes for a terrifying film .",neutral
"Confessions may not be a straightforward bio , nor does it offer much in the way of Barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture .",positive
"A special kind of movie , this melancholic film noir reminded me a lot of Memento ...",very positive
"Simple , poignant and leavened with humor , it 's a film that affirms the nourishing aspects of love and companionship .",positive
"Together , Miller , Kuras and the actresses make Personal Velocity into an intricate , intimate and intelligent journey .",positive
"The wonder of Mostly Martha is the performance of Gedeck , who makes Martha enormously endearing .",very positive
"With Notorious C.H.O. Cho proves she has the stuff to stand tall with Pryor , Carlin and Murphy .",positive
Less front-loaded and more shapely than the two-hour version released here in 1990 .,neutral
"Watching War Photographer , you come to believe that Nachtwey hates the wars he shows and empathizes with the victims he reveals .",positive
( A ) real pleasure in its laid-back way .,very positive
Some may choose to interpret the film 's end as hopeful or optimistic but I think Payne is after something darker .,neutral
"Though it runs 163 minutes , Safe Conduct is anything but languorous .",positive
"It 's packed to bursting with incident , and with scores of characters , some fictional , some from history .",neutral
"A much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian English title would have you believe .",very positive
"Notwithstanding my problem with the movie 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal , and also the unique way Shainberg goes about telling what at heart is a sweet little girl -",positive
A well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .,positive
The film has the uncanny ability to right itself precisely when you think it 's in danger of going wrong .,positive
"My Big Fat Greek Wedding is that rare animal known as ' a perfect family film , ' because it 's about family .",positive
would make an excellent companion piece to the similarly themed ` The French Lieutenant 's Woman . ',positive
"... with the gifted Pearce on hand to keep things on semi-stable ground dramatically , this retooled Machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself .",very positive
"A movie that 's just plain awful but still manages to entertain on a guilty-pleasure , so-bad-it 's - funny level .",neutral
"A disoriented but occasionally disarming saga packed with moments out of an Alice in Wonderland adventure , a stalker thriller , and a condensed season of TV 's Big Brother .",positive
"Functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",positive
"With a confrontational stance , Todd Solondz takes aim on political correctness and suburban families .",neutral
"A mess , but it 's a sincere mess .",neutral
"This odd , distant Portuguese import more or less borrows from Bad Lieutenant and Les Vampires , and comes up with a kind of art-house gay porn film .",negative
"For a debut film , Skin of Man , Heart of Beast feels unusually assured .",neutral
"A photographic marvel of sorts , and it 's certainly an invaluable record of that special fishy community .",positive
"It 's soulful and unslick , and that 's apparently just what ( Aniston ) has always needed to grow into a movie career .",very positive
"Although Olivier Assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ... its three-hour running time plays closer to two .",positive
A jaw-droppingly beautiful work that upends nearly every cliché of Japanese animation while delivering a more than satisfactory amount of carnage .,very positive
"Terry is a sort of geriatric Dirty Harry , which will please Eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man .",positive
"Parts seem like they were lifted from Terry Gilliam 's subconscious , pressed through Kafka 's meat grinder and into Buñuel 's casings",positive
` Like a child with an important message to tell ... ( Skins ' ) faults are easy to forgive because the intentions are lofty . ',neutral
A delightful entree in the tradition of food movies .,very positive
An escapist confection that 's pure entertainment .,very positive
"The Ring is worth a look , if you do n't demand much more than a few cheap thrills from your Halloween entertainment .",neutral
"The movie ultimately relies a bit too heavily on grandstanding , emotional , Rocky-like moments ... but it 's such a warm and charming package that you 'll feel too happy to argue much .",neutral
Throwing it all away for the fleeting joys of love 's brief moment .,neutral
"Armed with a game supporting cast , from the pitch-perfect Forster to the always hilarious Meara and Levy , Like Mike shoots and scores , doing its namesake proud .",very positive
A decent-enough nail-biter that stands a good chance of being the big hit Franklin needs to stay afloat in Hollywood .,positive
Begins like a docu-drama but builds its multi-character story with a flourish .,very positive
One of the most genuinely sweet films to come along in quite some time .,very positive
"After an uncertain start , Murder hits and generally sustains a higher plateau with Bullock 's memorable first interrogation of Gosling .",positive
The story ultimately takes hold and grips hard .,very positive
"A bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that French realism .",positive
An emotionally strong and politically potent piece of cinema .,very positive
Enticing and often funny documentary .,very positive
"Going to this movie is a little like chewing whale blubber - it 's an acquired taste that takes time to enjoy , but it 's worth it , even if it does take 3 hours to get through .",neutral
A portrait of hell so shattering it 's impossible to shake .,positive
Almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what William James once called ` the gift of tears . ',very positive
Better than the tepid Star Trek : Insurrection ; falls short of First Contact because the villain could n't pick the lint off Borg Queen Alice Krige 's cape ; and finishes half a parsec ( a nose ) ahead of Generations .,neutral
"At times a bit melodramatic and even a little dated ( depending upon where you live ) , Ignorant Fairies is still quite good-natured and not a bad way to spend an hour or two .",positive
"Tense , terrific , sweaty-palmed fun .",positive
Majidi 's direction has never been smoother or more confident .,very positive
What a bewilderingly brilliant and entertaining movie this is .,very positive
"Hard , endearing , caring , warm .",very positive
Bring tissues .,positive
"A thriller with an edge -- which is to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world .",positive
`` Me Without You '' is a probing examination of a female friendship set against a few dynamic decades .,neutral
"Inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss .",positive
"Though Frodo 's quest remains unfulfilled , a hardy group of determined New Zealanders has proved its creative mettle .",neutral
"It 's a square , sentimental drama that satisfies , as comfort food often can .",positive
"Pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance .",positive
"Ramsay is clearly extraordinarily talented , and based on three short films and two features , here 's betting her third feature will be something to behold .",very positive
I was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an American-Russian Armageddon .,positive
"A classy , sprightly spin on film .",very positive
"fast , frantic and fun , but also soon forgotten",neutral
A spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth .,positive
"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .",very positive
Fulfills the minimum requirement of Disney animation .,neutral
"A moving , if uneven , success .",positive
"With one exception , every blighter in this particular South London housing project digs into dysfunction like it 's a big , comforting jar of Marmite , to be slathered on crackers and served as a feast of bleakness .",neutral
"Wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture .",very positive
There 's plenty to impress about E.T.,positive
"A chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department .",positive
"Until it goes off the rails in its final 10 or 15 minutes , Wendigo , Larry Fessenden 's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films .",positive
( Woo 's ) most resonant film since The Killer .,positive
"Collateral Damage is trash , but it earns extra points by acting as if it were n't .",very negative
"A whole lot of fun and funny in the middle , though somewhat less hard-hitting at the start and finish .",positive
"Maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is .",positive
( Fincher 's ) camera sense and assured pacing make it an above-average thriller .,positive
The film is insightful about Kissinger 's background and history .,positive
An engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .,very positive
"A lot of the credit for the film 's winning tone must go to Grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the Atlantic love him .",positive
"Exploits ( headbanger ) stereotypes in good fun , while adding a bit of heart and unsettling subject matter .",positive
A journey that is as difficult for the audience to take as it is for the protagonist -- yet it 's potentially just as rewarding .,positive
"Ratliff 's two previous titles , Plutonium Circus and Purgatory County show his penchant for wry , contentious configurations , and this film is part of that delicate canon .",positive
"From its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , Martin is a masterfully conducted work .",positive
"Passions , obsessions , and loneliest dark spots are pushed to their most virtuous limits , lending the narrative an unusually surreal tone .",positive
A comedy that swings and jostles to the rhythms of life .,positive
At times Auto Focus feels so distant you might as well be watching it through a telescope .,negative
"Yet in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second .",positive
"If you 're part of her targeted audience , you 'll cheer .",positive
"Otherwise , maybe .",neutral
"As animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .",positive
"Blade II merges bits and pieces from fighting games , wire fu , horror movies , mystery , James Bond , wrestling , sci-fi and anime into one big bloody stew .",positive
"Instead of hitting the audience over the head with a moral , Schrader relies on subtle ironies and visual devices to convey point of view .",positive
"K-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of Man confronting the Demons of his own fear and paranoia .",positive
"Contrived as this may sound , Mr. Rose 's updating works surprisingly well .",positive
A glib but bouncy bit of sixties-style slickness in which the hero might wind up caught but the audience gets pure escapism .,positive
"You do n't need to be a hip-hop fan to appreciate Scratch , and that 's the mark of a documentary that works .",positive
"Between bursts of automatic gunfire , the story offers a trenchant critique of capitalism .",positive
"Combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched .",positive
"While the story 's undeniably hard to follow , Iwai 's gorgeous visuals seduce .",positive
"If you can get past the taboo subject matter , it will be well worth your time .",very positive
"A lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity .",very positive
"Scooby Doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .",very positive
( A ) devastatingly powerful and astonishingly vivid Holocaust drama .,very positive
"A solid cast , assured direction and complete lack of modern day irony .",positive
"These characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and I 'm all for that .",positive
"A sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire .",very positive
Worth a look as a curiosity .,positive
"You watch for that sense of openness , the little surprises .",positive
Director Peter Kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage .,positive
Auto Focus is not your standard Hollywood bio-pic .,neutral
"Schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness .",negative
"The Bourne Identity should n't be half as entertaining as it is , but director Doug Liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood .",positive
"For VeggieTales fans , this is more appetizing than a side dish of asparagus .",very positive
"If you 're not a fan , it might be like trying to eat Brussels sprouts .",negative
Remove Spider-Man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies .,positive
"The whole mildly pleasant outing -- the R rating is for brief nudity and a grisly corpse -- remains aloft not on its own self-referential hot air , but on the inspired performance of Tim Allen .",neutral
"A gorgeously strange movie , Heaven is deeply concerned with morality , but it refuses to spell things out for viewers .",positive
"The Emperor 's Club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality .",very positive
"It 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible .",positive
"Though intrepid in exploring an attraction that crosses sexual identity , Ozpetek falls short in showing us Antonia 's true emotions ... But at the very least , His Secret Life will leave you thinking .",positive
"There is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",positive
"The message of such reflections -- intentional or not -- is that while no art grows from a vacuum , many artists exist in one .",neutral
"Gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .",positive
"The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos of less - than-likely New York celebrities ... certainly raises the film above anything Sandler 's been attached to before .",positive
"The movie is brilliant , really .",very positive
"It is philosophy , illustrated through everyday events .",positive
It 's stylishly directed with verve ...,positive
Gives an intriguing twist to the French coming-of-age genre .,positive
Offers an interesting look at the rapidly changing face of Beijing .,positive
"A solid , psychological action film from Hong Kong .",positive
"See it now , before the inevitable Hollywood remake flattens out all its odd , intriguing wrinkles .",neutral
"Holm does his sly , intricate magic , and Iben Hjelje is entirely appealing as Pumpkin .",positive
An enjoyable feel-good family comedy regardless of race .,positive
Features what is surely the funniest and most accurate depiction of writer 's block ever .,very positive
It would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire .,very negative
"It 's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime .",positive
"In the long , dishonorable history of quickie teen-pop exploitation , Like Mike stands out for its only partly synthetic decency .",neutral
"Bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love .",positive
"Lead actress Gaï , she of the impossibly long limbs and sweetly conspiratorial smile , is a towering siren .",very positive
"Even if you 've seen `` Stomp '' ( the stage show ) , you still have to see this !",very positive
"... a light , yet engrossing piece .",positive
"Lux , now in her eighties , does a great combination act as narrator , Jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .",very positive
"It 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .",positive
"Rife with the rueful , wry humor springing out of Yiddish culture and language .",positive
"A time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain .",very positive
Rubbo 's humorously tendentious intervention into the who-wrote-Shakespeare controversy .,positive
"Cantet beautifully illuminates what it means sometimes to be inside looking out , and at other times outside looking in .",positive
K-19 : The Widowmaker is a great yarn .,positive
It 's as raw and action-packed an experience as a ringside seat at a tough-man contest .,very positive
"Evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes .",negative
A brilliant gag at the expense of those who paid for it and those who pay to see it .,neutral
Visually striking and viscerally repellent .,positive
Overcomes its visual hideousness with a sharp script and strong performances .,positive
Astonishingly skillful and moving ... it could become a historically significant work as well as a masterfully made one .,very positive
Beautifully crafted and cooly unsettling ... recreates the atmosphere of the crime expertly .,very positive
"The year 2002 has conjured up more coming-of-age stories than seem possible , but Take Care of My Cat emerges as the very best of them .",very positive
Although it does n't always hang together -- violence and whimsy do n't combine easily -- `` Cherish '' certainly is n't dull .,neutral
"The sight of the spaceship on the launching pad is duly impressive in IMAX dimensions , as are shots of the astronauts floating in their cabins .",positive
"Time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .",very positive
An intriguing look at the French film industry during the German occupation ; its most delightful moments come when various characters express their quirky inner selves .,positive
A fine documentary can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience .,positive
"Judging by those standards , ` Scratch ' is a pretty decent little documentary .",positive
"Fubar is very funny , but not always in a laugh-out-loud way .",neutral
A diverse and astonishingly articulate cast of Palestinian and Israeli children .,positive
Slight but enjoyable documentary .,positive
"` The film is stark , straightforward and deadly ... an unnatural calm that 's occasionally shaken by ... blasts of rage , and later , violent jealousy . '",neutral
"Call this The Full Monty on ice , the underdog sports team formula redux .",neutral
"Unfolds in a low-key , organic way that encourages you to accept it as life and go with its flow .",positive
A beguiling evocation of the quality that keeps Dickens evergreen : the exuberant openness with which he expresses our most basic emotions .,positive
The heat of the moment prevails .,positive
"It cooks Conduct in a low , smoky and inviting sizzle .",positive
A riveting story well told .,very positive
"Denis forges out of the theories of class - based rage and sisterly obsession a razor-sided tuning fork that rings with cultural , sexual and social discord .",neutral
"A compelling pre-WWII drama with vivid characters and a warm , moving message .",very positive
"The stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .",positive
Pretty good little movie .,positive
"By turns touching , raucously amusing , uncomfortable , and , yes , even sexy , Never Again is a welcome and heartwarming addition to the romantic comedy genre .",very positive
"If you have n't seen the film lately , you may be surprised at the variety of tones in Spielberg 's work .",positive
"Much of it is funny , but there are also some startling , surrealistic moments ...",positive
"( The digital effects ) reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together .",neutral
An entertaining mix of period drama and flat-out farce that should please history fans .,positive
Canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the Inuit people .,positive
"The fluid motion is astounding on any number of levels -- including the physical demands made on Büttner -- and it implies in its wake the intractable , irreversible flow of history .",positive
"Alternately hilarious and sad , aggravating and soulful , scathing and joyous .",positive
It 's a masterpeice .,very positive
"The film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters .",positive
"Though it lacks the utter authority of a genre gem , there 's a certain robustness to this engaging mix of love and bloodletting .",positive
"A conventional , but well-crafted film about a historic legal battle in Ireland over a man 's right to raise his own children .",positive
"Yes , it 's as good as you remember .",positive
"In fact , even better .",positive
Hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining .,very positive
"An uncomfortable movie , suffocating and sometimes almost senseless , The Grey Zone does have a center , though a morbid one .",very negative
"This is a harrowing movie about how parents know where all the buttons are , and how to push them .",neutral
A stirring road movie .,positive
"One of the best films I have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .",positive
Insanely hilarious !,very positive
I have n't laughed that hard in years !,very positive
"Anyone who 's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved .",neutral
These people are really going to love The Piano Teacher .,very positive
"It 's a tour de force , written and directed so quietly that it 's implosion rather than explosion you fear .",neutral
"It may not be history -- but then again , what if it is ?",neutral
-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,very positive
"If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .",very positive
"This may be Dover Kosashvili 's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic .",neutral
"This ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy ( if not entirely wholesome ) fun .",positive
"See Scratch for the history , see Scratch for the music , see Scratch for a lesson in scratching , but , most of all , see it for the passion .",very positive
... `` Bowling for Columbine '' remains a disquieting and thought-provoking film ...,positive
"Even though it is infused with the sensibility of a video director , it does n't make for completely empty entertainment",neutral
But even with the two-wrongs-make-a-right chemistry between Jolie and Burns ... this otherwise appealing picture loses its soul to Screenwriting For Dummies conformity .,neutral
"Talk to Her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching .",positive
Star\/producer Salma Hayek and director Julie Taymor have infused Frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own .,positive
A truly wonderful tale combined with stunning animation .,very positive
A low-key labor of love that strikes a very resonant chord .,positive
An average kid-empowerment fantasy with slightly above-average brains .,positive
"Confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong .",positive
"While Guzmán frustratingly refuses to give Pinochet 's crimes a political context , his distance from the material is mostly admirable .",neutral
"... a story , an old and scary one , about the monsters we make , and the vengeance they take .",neutral
A sentimental but entirely irresistible portrait of three aging sisters .,positive
"White Oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it .",positive
"In painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the Marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song .",positive
The most brilliant work in this genre since the 1984 uncut version of Sergio Leone 's flawed but staggering Once Upon a Time in America .,very positive
"It looks closely , insightfully at fragile , complex relationships .",positive
"Not a bad choice here , assuming that ... the air-conditioning in the theater is working properly .",neutral
"A fine effort , an interesting topic , some intriguing characters and a sad ending .",positive
Certainly the big finish was n't something Galinsky and Hawley could have planned for ... but part of being a good documentarian is being there when the rope snaps .,positive
It must be the end of the world : the best film so far this year is a franchise sequel starring Wesley Snipes .,positive
There are moments of hilarity to be had .,positive
"A hypnotic portrait of this sad , compulsive life .",positive
"( While The Last Metro ) was more melodramatic , confined to a single theater company and its strategies and deceptions , while Tavernier is more concerned with the entire period of history .",positive
"One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning .",very positive
"Return to Never Land is reliable , standard Disney animated fare , with enough creative energy and wit to entertain all ages .",very positive
Michael Moore 's latest documentary about America 's thirst for violence is his best film yet ...,very positive
"Suffice to say that after seeing this movie in IMAX form , you 'll be more acquainted with the tiniest details of Tom Hanks ' face than his wife is .",neutral
"Like a Tarantino movie with heart , Alias Betty is richly detailed , deftly executed and utterly absorbing .",positive
Marvelously entertaining and deliriously joyous documentary .,very positive
"A brisk , reverent , and subtly different sequel .",very positive
"A movie I loved on first sight and , even more important , love in remembrance .",very positive
Deserves a place of honor next to Nanook as a landmark in film history .,positive
Murderous Maids pulls no punches in its depiction of the lives of the Papin sister and the events that led to their notorious rise to infamy ...,positive
This is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the American underground .,very positive
"The Sweetest Thing , a romantic comedy with outrageous tendencies , may be a mess in a lot of ways .",neutral
But it does have one saving grace .,positive
A lot of its gags and observations reflect a woman 's point-of-view .,neutral
"This is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men .",positive
"At its most basic , this cartoon adventure is that wind-in-the-hair exhilarating .",positive
